trade_type,dms_origst,dms_destst,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Import flows,Hawaii,Hawaii,Water,Mixed freight,Canada,,Water,,45.564,494094
Import flows,Hawaii,Hawaii,Water,Mixed freight,Canada,,Water,,2.735,14937
Import flows,Hawaii,Hawaii,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,1.107,27677
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Water,,54.597,592040
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Water,,1.567,8558
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Canada,,Other and unknown,,0,0
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Canada,,Other and unknown,,0.484,5386
Import flows,Hawaii,Illinois,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Maine,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Massachusetts,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Minnesota,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Mississippi,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Missouri,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,New Jersey,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,New York,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,North Carolina,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0,0
Import flows,Hawaii,North Carolina,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Oregon,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Tennessee,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Texas,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Hawaii,Wisconsin,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0,0
Import flows,Louisiana,Hawaii,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0.123,1088
Import flows,Louisiana,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Michigan,Hawaii,Air (include truck-air),Mixed freight,Canada,,Truck,,0,0
Import flows,Michigan,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Truck,,3.444,811966
Import flows,Michigan,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0.1,4105
Import flows,New Jersey,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,New York,Hawaii,Air (include truck-air),Mixed freight,Canada,,Truck,,0,0
Import flows,New York,Hawaii,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0,0
Import flows,New York,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Truck,,33.069,156832
Import flows,New York,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,North Dakota,Hawaii,Air (include truck-air),Mixed freight,Canada,,Truck,,0,0
Import flows,North Dakota,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Truck,,2.4,304628
Import flows,Ohio,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Mixed freight,Canada,,Air (include truck-air),,0.531,312772
Import flows,Texas,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,Washington,Hawaii,Air (include truck-air),Mixed freight,Canada,,Truck,,0,0
Import flows,Washington,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Truck,,6.475,100024
Import flows,Washington,Hawaii,Multiple modes & mail,Mixed freight,Canada,,Multiple modes & mail,,0,0
Import flows,California,Hawaii,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Connecticut,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Georgia,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Mexico,,Other and unknown,,785.849,2455202
Import flows,Hawaii,Illinois,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Massachusetts,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Mississippi,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Missouri,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,New Jersey,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,New York,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,North Carolina,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Oregon,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Rhode Island,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Tennessee,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Louisiana,Hawaii,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,New York,Hawaii,Multiple modes & mail,Mixed freight,Mexico,,Multiple modes & mail,,0,0
Import flows,Alaska,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,California,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Georgia,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Rest of Americas,,Other and unknown,,478.886,1942452
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Rest of Americas,,Other and unknown,,0.26,1054
Import flows,Hawaii,Mississippi,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,New Jersey,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,New York,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Tennessee,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Louisiana,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Michigan,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,New Jersey,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,New York,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Ohio,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Washington,Hawaii,Multiple modes & mail,Mixed freight,Rest of Americas,,Water,,0,0
Import flows,Alaska,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,California,Hawaii,Water,Mixed freight,Europe,,Water,,0,0
Import flows,California,Hawaii,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,19.282,170690
Import flows,California,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Georgia,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Alabama,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,California,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,California,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Colorado,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Connecticut,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Delaware,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Florida,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Georgia,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Georgia,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Mixed freight,Europe,,Air (include truck-air),,4.678,41411
Import flows,Hawaii,Hawaii,Water,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,13.147,116391
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Europe,,Other and unknown,,4622.855,18751178
Import flows,Hawaii,Hawaii,Other and unknown,Mixed freight,Europe,,Other and unknown,,3.405,13813
Import flows,Hawaii,Illinois,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Illinois,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Kansas,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Kentucky,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Massachusetts,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Michigan,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Minnesota,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Mississippi,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Missouri,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Nevada,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,New Jersey,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,New Jersey,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,New Mexico,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,New York,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,North Carolina,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,North Carolina,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Ohio,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Oregon,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Pennsylvania,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0.562,4978
Import flows,Hawaii,Pennsylvania,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Rhode Island,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,South Carolina,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Tennessee,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Tennessee,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Texas,Air (include truck-air),Mixed freight,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Virginia,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Hawaii,Wisconsin,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
Import flows,Illinois,Hawaii,Multiple modes & mail,Mixed freight,Europe,,Water,,0,0
